L	a	b
46,8585	10,9000	17,5787
57,8118	8,6702	17,6154
56,1245	12,3938	17,4256
55,7783	8,7685	20,5061
42,5448	10,7517	19,6230
60,4001	8,0180	17,6561
60,0988	9,7828	19,3059
62,9107	9,8731	17,6192
60,4290	12,0296	16,7709
53,7372	7,3544	16,8338
55,2155	7,9493	18,5227
60,8222	7,3156	18,2286
52,2107	11,6164	20,9188
58,4298	9,2382	19,9871
46,6261	8,3520	15,8483
55,3039	9,0268	21,0916
53,4049	10,4739	23,1915
57,9529	8,1585	21,6726
50,4548	11,6442	21,1648
54,5547	9,7509	22,8394
48,9704	6,5506	16,1487
44,4226	8,2168	17,8895
47,3971	10,9157	22,4848
52,1954	9,2573	20,9278
55,2482	9,0790	15,4365
60,1230	10,8810	15,2556
56,6378	10,4263	10,6624
61,5424	7,2993	18,6003
57,6444	9,3459	19,4156
64,0494	6,1056	15,9951
51,7569	12,9030	18,9416
56,4179	11,3090	19,5028
52,7586	12,6091	16,5571
55,3393	10,2995	19,9893
51,8004	11,1910	22,4458
58,9826	7,9336	19,2086
55,2698	11,1217	18,4242
55,2221	11,4304	18,9644
48,2607	11,3597	17,2076
48,8431	11,0135	19,8548
48,7401	12,0482	22,4511
56,6399	8,4113	18,9210
42,0339	14,4945	17,1001
41,6780	11,6722	16,4141
47,5115	10,6640	16,8595
50,5723	10,3717	20,1416
43,2514	11,4745	19,4544
54,2027	9,0900	20,1728
55,1416	14,5431	20,4688
57,6269	13,2785	20,3307
52,8337	9,5797	15,6733
51,2756	13,1123	21,7388
54,3659	10,9338	22,8032
59,9645	8,9242	19,5572
52,7176	11,7905	17,7030
55,0123	12,0241	18,0866
47,8311	6,8906	13,5827
52,3704	10,3189	20,3564
46,9711	11,6651	21,2980
55,7262	8,5008	19,6063
54,6440	10,7909	19,8211
53,0726	11,2789	19,6101
55,4502	11,2321	18,8750
48,0217	10,9336	20,7665
48,3328	11,6945	22,3904
59,8904	7,3009	18,9861
49,8332	10,6027	19,9818
52,4844	11,5609	20,8968
47,6138	9,9229	17,6971
51,9946	8,8313	19,2399
47,4577	10,9712	21,5440
57,5867	8,1939	20,7260
47,8321	14,3598	19,6831
50,4551	12,7004	22,0857
50,2589	12,7402	16,7367
49,4807	12,8686	23,4894
44,2273	12,7470	22,8788
51,8927	10,2666	21,8380
48,4182	12,9493	18,6094
47,1186	12,8528	18,6743
52,6902	11,0373	17,3915
49,4089	11,0532	20,4022
44,4265	12,8733	18,9798
54,3533	9,0135	19,5181
53,3466	11,8178	20,7167
49,2019	9,1408	19,3961
53,2450	12,6991	19,8345
54,9484	9,0546	21,2699
55,2369	9,9519	23,5929
59,8451	7,1307	21,1239
51,5201	13,9466	20,1682
53,4574	11,5246	20,6095
56,5484	10,7056	17,0205
51,5222	6,0470	17,6734
55,4968	10,7242	22,0542
61,7441	7,5242	20,0356
48,2374	12,0043	19,0632
55,7862	13,7181	17,9122
52,6103	15,5427	18,6643
51,6425	11,4915	22,1616
45,9374	12,5561	22,1672
51,2007	10,2103	21,2665
54,5100	11,0070	20,0349
57,8830	10,9268	20,0014
54,9198	10,3877	19,2128
47,9669	10,9581	21,6001
51,1981	10,9587	22,3953
57,5962	8,4319	19,5961
48,0274	15,5277	17,3664
55,6868	11,3339	20,0219
54,3523	10,2177	16,4680
50,7558	9,2123	19,3770
49,0455	11,4290	22,4627
54,1367	9,9185	22,5457
45,7760	13,3837	17,4549
51,8708	11,5685	20,6368
52,2583	13,9647	18,0812
48,8639	11,0596	19,9103
48,4127	11,1558	21,6859
55,0280	8,9443	20,7034
51,3891	11,7942	19,0965
53,0962	11,2393	21,7359
50,1063	13,9628	17,5230
49,0932	10,3501	23,5618
48,8403	11,5173	24,0743
56,7004	8,9939	21,9361
46,8623	12,3034	19,3862
51,2806	10,7092	20,9688
53,4773	10,3864	18,5088
49,3281	11,2402	21,3069
46,7230	10,2930	22,5335
53,6547	8,7311	22,3421
50,7017	10,9911	18,6442
53,1391	10,2831	20,1914
50,8138	9,8465	16,2525
53,5980	10,6551	20,3388
49,8261	10,6514	20,6788
55,8725	9,9731	18,5249
51,0493	13,0161	16,4898
54,3713	14,0463	15,8103
50,4392	11,7925	15,3093
45,2202	8,1756	17,2766
47,5471	8,9663	18,7987
59,7459	6,8083	18,7069
47,2243	12,3669	19,1507
51,3967	12,4770	22,7151
55,4977	6,7271	13,6149
47,6104	10,5334	20,3178
51,3129	11,9944	22,0489
58,1461	8,5096	18,9408
54,1698	9,6975	19,3066
52,5507	9,4131	19,9190
54,1188	10,2745	20,5210
46,7309	9,4060	20,1321
46,0648	11,0554	20,4518
52,4768	9,6249	21,2953
39,1109	13,0525	17,5785
50,3298	13,0861	18,6353
46,6480	10,4553	17,0339
44,7924	13,7440	22,3187
43,8617	12,7442	20,1370
52,2910	11,0951	20,7499
53,0796	14,3585	19,1793
53,9191	11,2455	20,8077
53,4983	13,9076	18,3151
50,5626	10,8289	20,2695
47,8278	11,4969	22,5597
53,2851	9,5030	21,9136
48,5325	12,3189	19,4260
54,0379	11,4410	18,8572
43,4398	8,7763	14,9876
47,5751	11,3518	20,7706
46,9136	11,7087	21,3648
54,9444	8,3136	20,7044
47,8950	9,4504	16,8940
55,9874	10,6019	18,6843
57,2010	15,5134	15,3096
37,8754	8,1477	17,2476
50,2541	11,4837	23,5538
55,9131	8,7953	20,7183
50,2942	13,9150	19,3105
54,4213	11,2535	20,7309
52,0528	13,7352	17,7082
43,8876	11,3197	20,2928
46,5258	12,9297	21,6549
52,3393	10,2554	20,6648
45,4803	10,7890	18,2708
56,7215	10,2055	20,0776
55,6892	12,3118	18,9663
55,7784	10,4492	21,6207
53,2559	10,1863	23,3810
57,8668	6,3839	19,1448
45,3398	11,4197	18,6783
51,1705	11,5317	21,0214
52,9960	13,1840	18,0486
53,7314	10,2575	20,7004
49,0955	10,7614	21,6391
56,4699	8,5136	19,9681
52,7589	10,7779	18,7337
53,9292	12,1530	20,7988
54,1574	10,6596	20,4095
46,8080	12,3571	20,0938
48,6547	11,0312	22,0194
52,3926	10,8858	21,1375
52,4225	10,7163	19,5847
56,0550	13,4360	18,2723
55,1512	10,1621	15,3105
55,8128	9,6107	19,5187
51,7338	12,3562	23,2963
57,8389	9,6100	20,2723
42,2556	11,5073	17,2798
49,6114	11,9298	19,5997
44,6559	8,6600	14,0288
33,1125	8,3650	15,5198
40,7641	10,7058	18,1373
45,1157	8,1545	17,5675
47,6648	9,6441	17,0502
51,0075	9,1559	20,8405
52,0007	11,1175	17,2341
53,7126	9,5178	20,4209
51,9586	10,3744	21,9639
58,8314	7,2344	19,7053
38,7282	9,5898	15,8071
47,1702	11,5462	19,7916
50,8691	11,5278	18,5765
43,6051	9,2997	17,2830
44,5548	12,8077	21,2778
49,2757	7,8071	17,4107
50,2270	9,5129	19,1596
55,1743	10,7103	22,3585
56,2835	12,6796	19,6671
40,2802	9,0397	18,2399
47,8892	10,1993	21,7095
55,5799	7,5440	20,1997
37,2761	9,5722	13,9703
48,3671	13,0034	20,6642
51,2298	12,8204	17,4265
42,3486	10,6646	18,4101
42,4791	12,6298	20,2118
46,5965	10,3932	19,7691
49,4446	11,4688	18,8080
50,0762	11,8682	19,8749
38,2827	6,5736	13,9592
38,4804	10,9030	17,6696
43,1795	12,1100	18,6323
51,4694	9,1210	20,0034
47,5211	13,5113	20,0788
45,5336	9,8858	16,6905
46,6908	8,2437	15,0178
53,2421	9,4416	19,8118
48,8141	7,8375	19,5667
59,6666	6,1184	19,3812
52,8162	13,9634	18,9924
50,5193	8,9742	17,9397
53,9443	12,2703	15,9790
44,2498	12,2299	17,8235
48,3137	11,1920	21,0184
53,8518	9,0472	20,0658
43,1670	11,0338	18,3628
44,6233	12,6791	18,4352
47,2542	11,2177	16,7130
46,6854	12,4040	20,9227
44,7890	11,9718	20,2328
53,5003	8,9029	20,6328
51,5193	13,2546	18,5924
55,2102	11,7128	19,8765
48,8474	11,5170	18,0368
50,3792	10,5741	20,0258
53,8973	9,8764	22,3454
57,8547	7,0083	19,7247
44,9138	9,9579	14,8937
57,6367	9,4684	17,9711
55,2365	9,4423	15,4945
58,3421	8,0546	21,1959
52,6013	10,7948	21,8165
60,4235	7,3982	19,0390
50,9304	12,0185	20,5871
51,0914	11,0067	19,8440
50,9760	10,6959	15,6069
45,7691	11,8810	20,5274
42,7598	12,1609	20,1254
51,8050	10,0224	21,9043
49,5685	13,2558	17,3385
50,6697	13,4591	19,7397
50,4543	12,3257	19,1424
51,5279	8,9822	20,1576
51,5275	11,7825	21,8868
59,8948	7,5418	19,4419
50,6868	11,8368	19,5515
56,3750	10,8819	19,1285
51,2790	10,9097	14,2574
52,9303	8,1970	19,8457
49,2782	9,2809	21,2306
58,1957	7,5246	20,1722
52,6418	10,7609	18,8017
54,2630	9,2546	18,4119
49,5015	5,5665	13,3656
55,9120	6,6508	17,3257
50,0134	9,7867	20,8086
59,5089	5,2423	17,4820
47,4747	10,8704	17,7687
54,0071	11,5852	21,7785
50,0875	12,1374	20,8296
46,8144	12,0748	21,2329
45,3965	11,1733	20,9806
52,1849	9,4325	20,3803
49,2002	12,0098	18,3189
47,9937	12,4317	18,0003
47,6778	12,9118	15,5920
45,8778	9,6983	20,0087
45,6392	11,5851	21,0068
47,5413	7,0449	18,2983
54,1444	12,4846	17,3029
52,9556	10,9039	16,5492
54,5520	13,6379	13,9444
54,7358	8,0597	16,6997
49,1973	11,8716	21,4190
58,2250	7,8293	17,4255
50,4364	12,3620	18,2180
50,3508	12,5459	19,2059
52,2217	13,7160	17,5126
50,8085	9,8888	19,1687
44,9734	12,4135	20,0118
54,3400	9,3696	19,6327
42,0499	11,5311	16,8897
46,7130	12,3173	17,8002
44,9873	9,5122	15,3891
40,0499	13,1952	16,5243
41,0615	12,2279	15,8994
46,4540	10,1834	18,4431
45,5391	12,4061	18,2504
56,0767	9,8087	20,1152
41,9174	9,8638	13,3359
51,1154	8,2526	17,2411
53,7309	9,0884	20,8493
59,8588	5,5076	18,4875
35,0368	7,7252	14,2990
55,8761	10,2522	18,9317
56,4393	11,3780	18,6395
53,5418	10,9985	21,0690
50,1296	10,4968	21,1325
59,3252	6,8470	19,2749
47,8959	10,9060	19,3231
55,6223	10,1225	20,8868
48,4555	9,8409	16,4553
49,8534	9,6924	19,2775
51,0204	11,1434	22,7526
54,4430	9,7820	19,5888
41,5746	12,6865	17,8924
53,5788	11,9955	19,0264
49,8372	13,6436	18,2664
47,7207	10,2956	16,5212
53,7477	10,0418	18,7617
62,2496	6,6497	15,3298
49,4924	12,1335	20,3496
57,6148	10,7276	20,9681
55,3142	12,4005	16,6585
56,7801	13,2430	21,4366
56,8386	9,1389	22,6743
61,2024	6,6162	18,0659
49,6574	11,8510	19,7423
47,7475	12,2940	16,8028
51,1674	12,6350	15,2224
55,8337	10,2662	15,8192
55,3754	11,0294	18,2412
56,9628	6,6290	15,2952
59,4859	10,1022	17,8354
62,1516	7,4823	18,3564
55,7623	8,0640	13,2848
58,2879	9,5804	18,8802
58,1452	8,8723	19,6899
63,8658	5,6983	16,8215
56,4610	10,1178	20,0546
62,3421	8,8085	20,8915
57,0654	12,0950	18,3020
57,6965	9,2913	21,5015
56,7256	8,7328	21,7205
58,6226	7,0478	21,3320
53,0759	16,8571	16,3099
57,1168	15,7957	15,6835
52,1195	14,8384	16,6701
50,7249	13,0589	19,6986
47,5067	14,2368	21,3321
51,2601	12,4522	19,2330
52,9284	12,0186	19,0327
55,6366	10,7218	20,7593
51,7269	14,6540	18,3904
48,5057	11,1547	21,7571
50,4130	10,5520	22,6414
55,3338	9,0341	21,9209
51,2588	10,9862	19,1032
60,8394	9,8894	18,6776
57,0437	12,2101	15,2883
56,3769	10,6584	20,9213
57,7943	9,2800	21,9797
61,0872	7,5516	19,0721
57,0064	11,8597	16,5758
63,7032	9,2654	16,2083
55,5066	12,0953	20,6851
55,1887	8,0339	17,9801
55,6573	10,4187	23,2276
58,9289	5,9937	16,6032
55,0770	12,3916	18,6058
60,9198	11,0837	17,5854
59,6976	12,0685	16,8866
60,6928	9,1499	17,1296
57,0360	11,3538	22,6751
60,9888	7,0622	17,4746
46,4671	8,6327	19,6791
60,0780	8,9055	19,5263
49,5082	9,6932	18,8003
59,0587	9,8499	21,5408
53,9968	9,8192	21,6255
57,2231	8,8925	21,2821
55,6169	13,4461	18,2069
57,3834	12,0130	17,5179
54,9012	15,5996	14,1310
49,3621	9,9518	17,2531
53,4684	10,4880	20,8781
57,8858	8,2942	18,0599
57,3005	11,8722	17,7619
58,9696	10,4492	19,4090
58,8983	12,5624	17,7288
49,0754	7,4892	16,3073
56,8738	9,5446	21,4824
61,9171	7,2849	17,7048
55,9099	12,4323	16,7430
57,7026	9,8552	18,4165
56,7388	12,0592	18,4588
50,5291	8,6677	20,4355
49,5184	10,1197	21,2334
55,7998	7,6672	21,1225
47,7193	10,2961	19,4945
51,7224	11,8330	21,0566
54,8781	12,0893	16,9304
52,2683	9,9280	19,1525
51,5197	10,7574	21,2691
59,0012	8,2992	19,5648
52,3841	12,7019	16,8335
59,3215	10,5891	20,8016
61,2117	10,5966	18,7291
46,4531	8,5435	20,1384
52,8112	11,0017	24,7798
60,8837	7,5263	20,3374
50,0666	11,4261	17,9771
55,9408	11,4873	18,8239
57,1959	12,1035	17,1732
49,2212	11,0391	20,4088
46,0615	10,3928	19,2307
55,4304	8,6627	18,5891
43,9808	12,9705	17,9899
49,0939	11,8668	19,9678
50,7881	12,5597	19,5997
37,6017	12,3193	17,4171
40,9874	12,5321	19,1457
47,1476	11,7996	21,2283
61,0475	10,2663	14,8639
61,7708	9,9723	14,1566
59,6008	13,1435	13,2309
59,5905	10,1431	19,0242
56,4449	9,7454	21,5156
62,7582	7,8003	18,1249
52,0639	11,5270	20,2018
59,0299	10,2419	18,7900
54,2334	9,3297	14,8137
54,7036	8,2455	20,1969
53,2984	8,5857	20,4959
61,6453	6,7410	20,1097
42,9339	10,3603	17,7682
55,4681	11,7615	21,2523
58,6468	12,5821	20,3069
48,0577	14,3153	21,0827
46,2057	13,9727	22,4417
53,6750	9,5278	20,9167
52,6840	12,5543	21,3070
60,3902	9,0036	19,6441
60,7080	10,8911	18,4598
54,3102	10,2942	18,0422
54,9486	10,6960	21,5243
60,3891	8,6833	19,1800
52,5270	10,8021	14,4983
59,7701	11,2780	15,8392
59,6636	12,8819	14,8508
50,9452	7,4425	15,0698
54,4599	9,2177	22,4627
63,5103	6,3768	18,7877
43,0599	11,8924	18,5280
52,1056	11,4281	20,4263
47,5247	13,6025	19,3407
44,3178	13,3192	20,6922
42,8564	12,3284	21,4450
48,9535	10,2694	22,1656
47,9518	12,1802	19,5625
51,0202	12,8017	20,2105
48,6443	11,8710	19,7724
45,4196	11,0386	18,2796
43,8100	11,9840	20,3016
50,8935	10,9712	20,2748
45,5438	13,2216	19,8239
50,5049	13,5018	21,4577
48,5119	13,6140	20,1083
43,0999	13,9112	22,0472
46,9106	12,7024	23,3544
52,1908	10,5839	21,9747
50,3281	11,4665	18,7503
49,9877	12,3477	21,2047
50,8755	11,7839	20,5884
46,1944	12,0630	20,2492
43,6819	13,6887	22,1992
49,8353	12,7199	22,6639
46,2719	11,0768	17,8083
50,4123	11,1700	19,3188
50,6361	12,8783	17,0918
42,6661	14,2029	17,5392
42,4775	13,2456	18,8508
50,3139	11,2269	20,2386
51,5216	13,4411	19,8346
52,0280	12,1261	21,6954
50,1311	11,8119	20,4860
52,7634	11,4476	18,2185
52,6103	11,3277	21,1277
57,4524	8,6798	18,5031
46,6832	13,2552	19,4190
50,2391	12,1123	20,6401
48,8246	11,8255	16,9512
44,2082	12,1270	20,4760
44,1724	11,9929	21,2665
51,0046	8,9104	21,4627
53,8809	14,3372	19,4435
58,7415	10,7708	19,4793
57,5390	11,5951	19,2490
48,0012	12,9266	21,4787
51,3291	11,1287	21,1777
53,2814	8,7422	20,2965
49,2987	13,3555	19,3412
50,7588	11,3156	18,7289
46,3323	13,0307	17,2425
52,1363	9,6893	19,8569
41,0935	11,2845	19,9952
52,2147	10,1971	22,0932
51,2373	9,5264	19,7967
58,5526	10,5458	18,1508
53,3069	12,9739	19,7699
47,3633	11,7997	24,0540
53,3753	11,5086	24,1913
60,8640	6,5861	20,6167
58,0523	11,4196	20,2769
56,7639	11,2438	19,6083
57,7849	12,6060	19,5590
54,7344	11,8228	20,7778
52,3141	11,1195	23,6619
61,1680	7,7062	20,0188
49,4946	12,9980	21,6376
51,4526	12,7164	22,1780
49,6910	13,5125	19,4538
46,5235	11,3525	19,7747
46,9939	12,7677	21,7337
52,0638	10,4051	22,4952
48,0221	12,1091	20,1644
54,1844	11,5827	20,4006
50,7049	15,2788	17,0637
49,8902	12,0077	17,9847
51,0903	10,2781	20,4899
54,0455	8,7619	19,5152
55,4030	13,1646	18,2314
55,9556	11,2613	17,6865
58,1902	13,2125	15,2118
45,9040	10,0688	16,8709
52,2987	10,4391	20,7165
59,0736	7,3519	19,0911
43,0599	12,0738	18,9471
48,8668	11,3465	20,6151
57,3587	12,2781	19,7116
49,6311	12,5934	23,1555
47,6501	11,2626	21,2710
54,5283	8,8708	21,2558
40,4943	11,5134	17,6177
34,6408	10,3948	18,7187
47,2940	10,3534	16,8705
42,3310	12,9707	21,4652
44,2310	12,2622	21,7858
49,8607	11,3541	23,4480
46,7972	11,4738	16,3462
53,0755	12,3494	19,4372
50,6204	11,3690	17,9795
44,8845	11,1554	20,0220
48,5738	11,4993	21,8067
53,4101	9,4716	21,2431
37,0903	11,0161	17,4965
46,0208	13,8283	20,2949
49,6281	11,7712	19,5291
42,1074	13,4000	19,6999
42,3619	12,9007	20,3663
46,4182	11,6899	21,2332
47,6263	10,5619	16,5619
55,6817	11,3313	19,8813
58,1338	11,8792	17,7627
48,7505	10,1317	18,6207
52,7242	10,6900	23,1157
57,7994	8,4076	20,8065
47,5449	10,9924	19,6267
42,6814	8,7844	17,8047
54,6925	11,9364	17,9627
48,3801	12,8298	21,3468
46,4351	12,4000	22,9333
56,4946	8,5932	20,7497
52,8389	9,9022	19,1558
55,4571	11,5470	19,5879
51,9789	13,8852	18,5481
48,2855	10,3077	17,8057
47,9197	11,7436	21,4358
54,3953	7,9618	18,7364
53,4838	8,8136	18,4308
57,8627	9,4281	19,5899
53,2366	9,3584	18,8362
45,7378	10,1041	20,9087
47,8439	10,3139	21,0297
51,4535	9,0612	22,2606
52,4340	9,5122	15,9379
53,1730	8,4050	15,0874
58,8148	9,7119	16,5903
55,3107	9,4232	16,7539
59,8713	8,9015	19,9394
62,6484	6,0418	16,6231
52,8834	9,2102	16,4913
61,8376	9,9148	17,9014
57,0714	9,6351	13,9106
57,9741	7,2958	15,5069
57,2550	10,2649	18,9884
60,8510	10,4622	16,2522
59,8429	8,8831	16,7304
62,4684	9,6780	16,7195
61,8947	12,5086	13,8716
53,7448	7,2299	14,7141
59,6529	7,9598	20,0938
64,8117	5,8593	15,7714
51,0900	13,2489	21,1665
42,7638	9,8173	18,2684
54,8660	15,2966	17,9705
51,1372	12,1670	20,5025
48,3085	12,7331	22,1115
53,1544	9,2618	19,8586
43,3029	17,6805	31,8403
45,7953	15,0449	31,4083
41,0109	13,1080	26,2284
36,5652	19,9089	38,6080
36,5596	18,3021	42,6613
49,0381	12,8646	29,6264
53,3319	13,4492	24,3778
51,2877	14,0958	28,3233
53,1344	13,5453	25,7777
47,9368	15,7091	28,1919
46,1290	14,7212	32,1892
55,4877	11,3020	27,7378
46,0140	18,2377	25,6567
51,6751	15,1517	26,4039
50,0099	18,3305	24,5533
32,6861	21,5196	37,8488
41,3656	17,7734	31,9858
51,3595	12,7060	24,4745
49,6548	15,2852	25,3386
46,4708	13,2050	29,5890
46,8953	13,2495	24,2232
51,0960	11,9906	27,9974
42,4972	14,7802	31,6300
59,6567	7,8789	22,6897
51,2658	14,0768	26,5113
47,1893	15,1480	27,8964
50,2570	12,3639	17,1449
45,3267	15,1976	29,7492
45,4528	15,1692	34,0545
58,4216	10,1424	22,8335
54,7150	14,4105	20,6962
56,6400	12,3478	19,8519
53,1736	17,8833	18,8593
41,2447	16,8996	32,2971
47,5247	13,4556	28,0580
55,2385	10,1412	25,1170
48,3828	16,8106	21,1402
53,0426	14,4178	19,8157
45,8901	14,5468	19,7753
47,4867	12,8108	23,8990
49,0975	13,7952	27,3697
56,1728	10,5620	20,6949
46,1253	15,7729	29,3890
43,8739	14,1757	33,3452
50,8083	15,2031	25,5895
50,0037	13,3656	28,0631
47,4878	14,0647	31,0080
51,5783	12,3796	28,7261
51,2393	15,2481	24,3822
35,5485	13,6797	32,4536
53,5900	15,4495	20,1871
40,4107	17,6878	31,4711
42,7448	16,8892	37,7565
54,6280	9,1871	25,5736
58,1220	11,9148	22,9747
57,7495	10,9427	25,7709
46,3259	15,7990	20,8046
40,4760	16,7949	34,1378
46,4077	14,6142	30,7212
56,6863	8,9479	24,1643
56,0190	14,7969	24,0600
59,0418	12,2266	21,4864
53,4426	13,4761	19,5616
46,8834	16,8554	30,6504
49,8297	13,7844	30,2982
59,1973	8,7958	23,1303
37,2279	16,9847	32,6747
42,6706	16,1607	32,1480
44,0248	17,4988	26,8833
34,3427	20,5420	37,5530
38,9440	17,4092	36,0653
47,3684	14,4452	28,6684
51,7093	16,7576	24,2086
46,8950	15,8201	31,9942
38,7722	15,2167	24,2635
33,6374	18,0700	35,7035
43,4031	17,1255	37,4346
53,8206	11,4467	26,7858
53,1152	16,2135	20,2428
55,6114	13,0374	23,7960
45,0101	10,3454	16,3262
47,9204	14,7452	32,4762
47,8818	12,5789	30,9017
57,3349	9,9140	25,5015
53,6047	13,9272	21,0579
48,1066	13,4438	24,3735
49,0038	16,3746	21,8534
51,9666	13,9733	27,4528
52,1817	13,9532	31,2297
58,6783	10,6510	23,4839
52,0385	13,2854	26,4965
57,8012	11,2602	24,4796
58,3741	12,6852	16,3521
51,7056	14,1177	26,0281
52,8595	11,9814	27,0383
61,8290	8,8388	20,4493
52,3928	17,9932	24,7449
55,1446	13,4879	24,7184
48,2328	14,1894	22,3954
46,4261	15,2455	28,4423
48,5668	14,1894	34,4035
53,8704	11,3580	26,5749
53,5798	13,5110	18,1663
55,4954	10,3812	19,9828
52,4647	11,6748	18,9688
49,0843	11,5693	22,5306
51,5904	10,5669	22,1334
58,6799	9,1637	19,8976
52,6860	10,4857	15,7061
60,6321	10,3315	17,4006
55,8462	12,5387	17,7109
56,2672	9,7533	20,7908
54,2146	9,4993	23,5199
60,6945	5,7183	20,8409
41,6162	11,9793	19,7164
51,3931	12,4309	21,4860
49,7758	13,3949	20,1062
44,6302	11,2018	18,5403
46,4997	12,5868	22,8849
50,9495	11,4025	23,0058
50,5916	13,4179	20,3766
52,4033	11,3844	21,7148
51,9846	11,8193	17,8277
50,0131	11,3503	20,6338
49,9766	11,3389	21,8823
56,8865	8,5443	20,8001
54,8398	10,1871	18,7558
53,5938	11,2496	18,5177
52,7094	9,4995	14,2064
47,6910	12,5641	21,9905
47,2949	11,4550	22,2481
58,5887	8,7367	19,5380
51,0839	9,6988	15,6921
54,6520	9,8661	16,4864
51,7437	11,1476	12,7751
54,3260	9,1736	19,9678
54,8437	8,9275	21,4683
57,7245	9,1700	20,5676
57,3023	12,2845	15,2014
62,6093	8,9764	14,8889
61,3638	10,6049	16,7813
60,2582	8,6540	16,9382
59,9312	9,2410	20,1674
63,0664	9,2508	16,7874
58,2867	10,0466	18,5376
58,8559	9,2957	21,0231
56,7195	11,9574	19,2597
55,1871	10,8772	19,6415
58,9399	8,5770	20,3311
59,6445	8,7440	19,4023
57,9956	10,7154	19,0278
60,3036	10,4846	17,8708
42,9390	7,3238	13,7766
53,2288	8,3010	20,7137
51,8917	9,8290	21,4063
62,8894	5,1900	17,0153
61,1147	12,5768	19,6044
64,8186	11,2898	15,7464
63,1257	15,3821	16,6236
65,8499	9,2731	18,0236
65,6356	6,4765	16,9602
68,4999	5,6295	15,8198
52,3451	11,1125	16,3774
51,3464	16,0790	16,6459
52,5611	15,3905	16,0174
54,3878	10,3246	17,7417
55,3251	10,4861	20,0137
58,5399	9,3577	16,9452
47,9342	13,1446	16,6971
51,9634	12,2667	19,1042
52,3161	11,8939	20,0386
46,4708	10,8102	21,2099
46,7848	10,4442	19,5579
52,3235	8,9018	19,7935
60,0302	12,1780	15,1797
63,1536	9,4384	17,3559
58,0125	14,2509	15,5274
59,0932	9,8176	19,5165
59,0259	8,7116	18,1041
61,0893	6,8027	15,9564
54,7220	12,6815	19,0336
58,4210	10,9147	17,9591
57,8546	12,0209	16,1623
57,4131	11,2964	19,6533
54,9980	10,3033	20,5661
62,1235	8,4884	17,0321
52,8450	11,8152	16,6700
59,1530	8,1798	17,8625
55,8887	13,5607	16,3855
49,9125	9,7529	19,3196
51,5861	9,2723	20,0340
58,5073	6,4636	17,6126
55,7279	13,1783	16,9450
60,2508	10,0879	15,7556
57,7207	12,7630	16,4076
48,8937	12,7565	20,3626
48,7485	11,8640	21,1953
58,7743	7,8039	18,7552
53,9031	13,6863	12,9824
60,3164	9,1899	16,0279
53,4618	14,3319	16,8898
54,6016	10,7666	20,6589
51,5054	10,0048	20,9127
55,5942	8,8908	19,6108
54,3076	9,3631	17,4424
56,2833	8,6681	18,6061
52,7785	11,1434	17,3043
46,1626	10,8003	19,8000
47,8300	10,8084	19,5688
52,2536	9,5493	20,2550
52,0673	14,0724	19,6139
58,8407	9,0079	19,4195
57,5600	11,4171	18,6537
46,7933	12,2033	20,6496
52,1989	9,9139	22,0217
57,6232	7,9426	19,5066
52,6025	13,7424	16,9850
60,0548	10,5773	18,0370
56,9842	13,4523	17,8055
59,9534	9,8244	18,0970
57,0696	9,8230	20,3078
62,8728	7,8389	16,5068
54,0870	13,4988	19,5786
59,7493	12,6923	17,5569
61,4620	12,4622	17,0266
55,3158	9,9787	17,4702
57,8095	10,1237	18,6641
63,8388	7,7452	15,2048
54,3293	14,3973	17,8069
53,9153	14,1552	17,1921
51,9944	15,0909	16,2604
51,0569	13,2128	18,3693
50,2487	12,5578	18,6588
55,7759	11,7520	18,4970
52,3328	11,9820	19,1116
57,1427	12,8841	16,8545
56,3592	9,2186	16,5871
51,8369	10,2485	18,8547
52,6162	9,2442	20,8511
59,5234	8,2298	18,0119
54,2757	17,2166	14,6603
58,5232	14,7443	16,6022
54,7409	19,4638	16,6800
53,7443	8,8762	18,5189
57,5351	10,6159	19,8404
62,1010	7,9405	18,0592
54,2119	10,8414	15,7385
59,9269	11,1441	16,6065
61,6463	12,7101	15,6562
60,6821	9,6359	17,3508
59,4263	8,0940	19,1165
64,0132	6,8167	16,8780
61,3737	11,3676	17,4409
63,9181	10,4922	16,6463
54,1190	8,2073	12,4126
60,5625	8,3652	18,1003
60,6790	7,7007	19,9494
65,7138	6,3419	15,0936
56,6328	10,1296	16,5515
62,6855	9,9817	17,6325
61,4554	9,6053	17,7960
56,8249	10,9738	20,1776
57,3286	11,0391	20,4747
61,3946	8,6751	18,3763
54,0633	11,7593	19,2252
56,8720	12,1104	19,6692
53,3873	9,7774	16,2035
52,1287	10,3947	20,6055
52,1025	11,3697	20,5653
59,6264	8,5894	18,3822
54,4929	11,3892	18,2276
57,1773	11,4313	19,6608
57,7710	13,6389	18,0757
60,4409	8,9962	19,0164
57,6501	10,4094	22,1530
64,0344	7,4655	16,6167
51,9515	14,2024	19,5698
59,3064	10,4225	19,8209
56,1393	11,8324	20,4787
51,0880	11,8328	19,7256
51,3533	11,3770	22,1913
59,5804	8,4529	18,5563
52,9690	12,5000	18,6123
50,1535	13,6462	20,2628
51,2195	14,1863	19,3156
49,5340	13,7741	19,7571
47,6092	14,1047	19,3879
54,8875	11,1498	19,9444
53,5247	14,2817	20,5089
60,7261	9,7635	18,3972
