L	a	b
59,5721	12,3258	19,0746
53,9155	11,3757	21,2912
50,8690	12,1057	22,6180
61,2310	7,9000	18,1105
59,1149	11,8899	18,5255
62,1051	10,8333	18,4099
62,5357	11,5354	17,4649
56,4745	11,8508	20,1038
52,8229	12,7850	22,2394
61,1198	8,4406	18,5686
49,0997	10,5009	19,8754
51,7565	13,0225	21,3910
56,2485	13,3779	18,7512
43,9136	12,3314	19,8085
44,6365	11,6316	19,8261
53,1239	7,9176	19,5520
50,3572	13,3861	18,0530
55,4717	12,5318	19,2381
48,6200	16,2496	15,7209
46,1439	13,6612	20,5348
48,3330	12,3064	21,5245
53,9104	10,7450	21,2757
59,6051	8,2828	18,5158
63,4062	5,4037	16,9094
58,3350	12,2787	16,4607
61,1369	10,1270	17,4056
61,1874	11,8371	16,6316
56,5631	10,6248	19,2333
57,8785	9,6036	20,8912
65,3044	5,8389	15,7808
54,1656	12,0801	16,1024
60,6320	10,0779	16,0082
56,6224	12,7099	16,0040
58,8104	10,2225	20,4440
55,1455	8,4970	19,6529
60,8471	7,9134	20,4659
64,6544	8,7864	19,4387
61,5402	8,0287	20,2489
63,2382	5,6069	21,5880
65,5618	3,0958	17,4721
53,3752	11,6493	19,9032
53,1551	10,7754	20,5478
57,6867	12,0647	18,2055
51,0938	9,8818	21,6306
45,6956	10,9036	21,0495
60,3284	6,5996	20,3670
58,4855	9,0614	18,4755
59,0212	8,6609	19,5415
56,0270	11,7432	17,9121
56,2865	9,9733	17,7828
57,4123	7,3051	19,3424
61,9781	6,1336	18,3221
54,5711	11,7061	20,7938
59,9531	7,4761	22,3074
59,6934	11,2607	18,7363
48,2555	12,1063	20,0072
50,5672	10,6952	22,6815
59,3663	7,7171	20,9444
54,4946	10,9697	17,8829
59,5108	9,0564	18,6652
59,2117	12,2280	19,0545
53,9684	9,8765	20,9145
53,4602	9,3810	20,8901
60,7491	6,8667	19,4853
52,4482	12,1390	19,4593
53,5890	10,6563	21,4585
41,6826	11,6242	16,8389
49,3616	11,4677	19,3357
51,4258	9,1007	20,1777
57,7417	7,4889	18,3912
53,5424	11,0109	18,3961
56,3838	10,7637	17,8008
54,9990	12,9824	19,1025
49,9254	10,4828	20,7489
48,9687	9,5598	21,1351
59,6820	6,9065	19,8813
59,2988	9,3435	16,5930
64,6589	7,9176	16,2331
55,0843	9,5636	22,4190
58,1737	10,1701	19,7727
55,0843	9,5636	22,4190
63,6385	5,0876	16,5056
48,1108	12,1998	16,9721
49,4397	8,4982	18,8834
52,4060	11,3980	19,8568
50,9166	8,9931	19,9185
49,1569	9,3074	21,0408
56,7119	6,9414	21,0793
53,6067	9,8368	17,1417
55,6518	9,2682	19,4945
53,0791	12,4758	17,2279
55,3292	7,7508	20,2900
57,0429	7,4360	22,5121
58,3608	6,0443	20,0755
54,6321	12,8305	19,9659
55,2955	11,4759	22,5948
48,2579	11,2828	18,6957
47,7319	11,2686	19,5473
42,7565	11,6714	20,6274
56,4343	8,1983	19,3205
33,8298	9,1024	14,6598
55,4719	11,0942	20,3900
54,8899	11,4695	18,8842
46,2653	9,6261	18,9849
49,2185	10,6683	21,4805
51,9472	8,9570	20,8665
50,5594	11,5701	18,5487
57,8025	10,0233	17,7077
56,9249	11,6566	18,8610
52,7821	9,7350	20,4889
50,6648	10,3839	22,8723
56,9249	11,6566	18,8610
62,1122	8,4889	16,4534
62,7322	9,8565	18,0348
63,3949	10,9615	16,3120
53,5616	9,5335	20,7642
53,0617	9,5517	22,1964
60,9080	6,3575	19,6852
59,0138	9,7326	22,5579
62,5151	8,8216	20,4372
60,0062	12,4791	19,5203
60,3038	7,9754	20,4476
62,2220	6,0146	21,1866
66,0663	4,2321	18,1219
55,3448	10,4599	18,5896
61,0056	7,0700	18,6009
58,2541	12,5243	18,8746
60,9286	7,9906	18,0389
59,0766	7,0216	20,4280
64,7134	4,8331	16,8958
59,4167	9,8517	15,6231
63,3072	8,9738	15,6463
33,0560	7,0216	9,7765
55,2859	7,6762	16,8982
56,6299	8,0107	20,7024
66,8802	3,5210	14,6987
52,8294	12,3399	18,6002
54,5588	10,3337	19,2208
54,5593	13,1559	18,2411
54,3031	9,6250	20,7405
54,9949	8,2658	20,5416
62,2725	5,0585	17,9149
56,7807	11,2516	18,2730
64,7657	7,9759	18,4777
65,0017	8,5442	18,1781
59,9226	8,2249	19,3117
61,7198	7,8936	22,7179
68,2619	3,4125	16,2955
54,2551	9,8809	19,5636
59,7122	9,7481	19,2562
59,3078	11,5323	19,7473
57,2314	9,3872	22,5442
56,1948	9,7772	22,2888
61,9417	7,7898	21,0045
58,7150	11,1679	19,1240
58,3078	7,7908	14,7733
59,9019	13,5682	17,3548
53,7877	8,0349	17,6769
57,2326	7,8043	20,4783
63,2828	6,3818	17,1517
46,9166	9,9008	13,8560
61,7647	8,9359	17,4076
57,7487	13,3687	17,8966
56,1479	9,2544	20,2796
53,9623	9,2713	21,6582
60,7831	6,9850	18,7144
47,4772	12,9878	19,1106
53,6531	11,5045	20,3732
48,7846	10,4995	17,1060
50,9641	9,7260	20,1376
51,2376	10,8991	20,5956
55,4996	8,3219	19,8321
58,7420	12,4830	19,0950
62,4583	8,2603	19,7935
60,5209	11,1007	18,1598
58,8107	5,2081	15,6860
60,8475	7,3235	20,3873
65,8224	4,3302	15,3354
59,2091	10,7255	17,8447
54,2898	8,4345	17,3096
60,8300	12,3726	18,0093
57,1677	7,2156	18,0718
58,0928	7,9949	20,9776
52,2879	5,0335	14,5954
57,4145	12,2028	12,2537
63,8346	8,7346	13,2380
59,0284	15,1834	15,3245
62,9645	7,4666	18,1833
57,9396	7,9733	19,5575
66,2838	5,8375	14,9145
56,9904	11,1024	15,4108
62,0433	8,4653	16,3788
57,0019	12,4564	15,5653
60,3060	7,0049	15,1042
60,1281	8,0398	18,2020
62,7542	5,8808	15,5872
55,3940	10,2667	18,7319
62,7347	7,4774	18,6433
63,3257	10,4913	17,3596
57,9688	8,0029	22,4888
56,0130	8,2511	22,1236
61,6727	5,1041	19,3673
58,4599	8,8880	18,1179
63,5783	7,1491	18,3988
60,3634	11,1917	18,3203
62,5673	6,9057	19,3185
60,0494	6,5625	20,1259
65,0899	4,7083	17,1758
56,7330	11,3699	22,5778
61,8824	9,2360	22,0985
56,4603	14,5770	23,3575
56,7024	9,0789	24,4866
55,7364	8,9902	24,6231
64,0869	6,3180	21,8961
55,9676	11,9890	18,5111
59,7517	8,0665	17,6787
59,3127	12,2361	16,9890
55,9631	8,6571	22,0429
54,8075	9,8264	22,2019
63,2863	6,0201	19,7521
55,9199	11,2792	17,9778
61,7434	7,8073	18,9202
57,6187	13,2590	18,2982
54,8301	9,2640	20,1513
56,9635	8,1497	21,4583
50,1059	5,9457	15,6022
50,7969	11,3205	19,1700
54,4581	10,3986	18,1007
57,8215	12,4089	19,5570
60,0415	8,2176	21,8780
53,3158	10,3046	23,4506
58,5241	6,6281	20,4909
61,5790	8,8382	18,2690
62,7953	10,0832	16,5644
61,7268	12,2025	16,4704
59,8096	8,8375	19,7095
61,8112	6,7374	18,6766
64,6903	4,2881	17,5115
51,9825	9,2564	16,2859
60,8347	9,0588	17,3989
63,8103	10,2571	17,2826
37,9074	4,8492	13,5310
62,6028	6,2528	19,6177
64,0570	4,0846	15,9513
52,2350	10,4693	17,1467
57,6860	9,0154	17,6004
58,2079	13,2610	18,8417
56,7895	10,0726	22,1652
48,9907	11,8779	21,4080
60,4874	6,9944	18,3108
58,3578	14,3715	18,2722
58,3749	10,4064	15,8096
54,9071	11,3158	16,7417
65,6542	6,3895	18,1234
63,5258	5,5710	16,6285
66,0845	3,7768	14,7541
59,2773	9,9989	17,1126
59,8309	8,5767	20,3252
62,1082	10,4793	16,4504
60,5666	7,5418	19,6123
55,2715	9,0274	21,9044
57,6431	6,1552	17,6565
63,4137	8,3113	16,0422
63,1952	8,4310	16,1647
59,9463	11,3121	15,1341
55,4273	5,2069	15,7560
53,7244	6,3769	15,9720
62,3153	5,2034	14,8165
56,0323	10,0473	16,2932
61,7051	9,0665	19,0802
60,4138	11,3782	16,8889
57,6875	6,8333	18,0281
56,3315	7,7113	21,1572
64,6536	4,6726	16,3090
56,3577	7,7754	12,4670
61,6496	11,5909	14,3380
65,1911	11,4763	13,1320
61,8281	8,0286	18,2257
58,2057	8,3852	19,7788
66,2518	5,0705	14,0648
53,1372	9,3438	16,8022
54,9943	8,5074	17,4856
54,1189	9,7023	16,2700
54,5912	8,6155	18,8023
53,6541	9,1829	20,2764
61,1671	5,5353	15,2284
62,9964	10,4113	17,0717
64,4235	8,7347	18,3056
62,6686	10,4222	16,7930
61,2533	6,3107	17,1745
59,3133	7,2314	20,4717
65,4970	5,3924	16,2728
47,3727	9,0642	16,2782
59,1088	9,2926	19,5255
57,3535	13,0090	17,0845
55,9159	8,2811	20,7472
51,9947	9,0698	21,6804
55,1928	7,6791	21,1350
51,7005	11,7622	16,3962
59,3488	9,7355	15,7593
58,0310	12,0766	17,4732
53,0793	8,7666	14,9549
59,1226	8,6062	18,3249
63,4119	7,1427	16,2102
44,1456	10,6919	17,1880
47,1526	9,6192	18,9373
52,2550	10,1595	19,8013
48,6774	10,0438	20,1539
43,4699	10,0375	18,8535
49,2770	8,5796	19,1957
60,3856	9,9154	18,6293
60,2618	9,6286	18,7490
61,9299	9,1755	18,9139
45,4472	6,8666	15,5552
56,3221	8,8971	22,2961
62,7746	5,9292	19,5900
58,4850	15,1583	16,0922
61,3763	11,6278	13,9837
59,3131	12,8856	16,2187
59,8675	7,0103	16,0390
59,0740	6,3321	17,7434
59,0953	4,5233	13,5508
51,3516	9,7228	15,4046
58,0439	10,0077	18,8948
57,3965	12,4046	17,6964
51,4405	8,4147	18,8122
50,2451	9,7016	20,9066
59,5810	6,7486	18,4682
63,1047	9,2678	17,3075
64,1058	6,9756	17,6890
66,4642	9,0034	17,2053
58,1556	6,4736	14,8261
60,7863	7,2809	16,7652
63,0552	5,6345	14,2838
54,3984	10,7510	19,7735
59,9539	8,0310	19,6984
55,7438	11,8704	19,2707
50,2356	8,0235	17,2677
52,9795	9,2347	21,4825
59,0174	7,3447	19,4802
55,5506	9,3512	15,3310
67,1810	7,6885	15,4094
64,7441	11,4435	15,2135
56,8573	6,0673	16,7762
63,9781	6,2143	18,2203
67,0264	4,8992	15,0380
45,6004	7,8993	15,0452
62,1754	7,5519	18,0242
44,7910	8,8296	16,2733
55,6357	7,8998	18,8817
52,5309	9,9832	22,9662
61,9815	5,8491	17,3724
53,0160	10,3481	14,1442
63,1361	9,0518	18,4775
61,7602	11,9697	15,4265
59,9639	7,1151	15,6159
60,3178	6,4140	19,1436
68,0042	4,6486	14,2273
56,8900	8,8897	18,7393
62,1413	8,4596	17,6674
58,2696	11,1579	16,3958
54,4221	10,3424	19,7820
51,2270	10,8193	22,0180
61,4068	5,4147	17,5639
58,3175	9,1855	17,7782
62,3129	8,2490	17,2757
61,3643	12,1159	18,0087
57,5188	7,4722	19,3434
58,2658	8,0722	20,5332
58,8931	5,1858	17,2720
59,9812	9,8734	18,1498
62,4146	8,9450	16,4455
61,5270	9,4567	17,1351
58,6535	9,3695	20,1377
56,3531	8,3528	19,5082
62,6686	6,0184	17,8094
52,8013	10,1018	14,7840
57,1343	8,5693	16,1380
58,6236	12,7898	14,8956
51,3105	9,5731	20,4231
46,1129	10,2781	19,0968
55,1591	5,8708	18,1766
60,1041	8,7460	18,1243
58,6652	7,8084	18,9114
61,2397	9,7936	18,0201
54,5039	7,4752	19,0514
55,5597	8,1980	21,9176
61,8316	5,1967	19,9449
53,7082	8,4208	18,1910
62,1797	7,7196	19,2920
61,6349	11,0633	17,4716
53,5058	6,7756	17,5510
56,9798	6,9714	20,9668
64,1164	5,2828	17,5967
54,4683	7,9793	13,1918
62,3623	8,4253	14,1186
60,0433	12,3076	12,3173
60,9750	6,5313	19,5275
61,1166	5,1751	20,8392
65,8044	4,1028	16,3845
54,9082	9,2371	18,7841
60,6722	7,7182	20,4658
60,1785	9,6200	18,1178
55,9606	9,7121	20,7343
56,6796	7,6810	21,8736
62,7601	5,0402	19,1151
46,8026	11,0576	13,1364
61,0840	8,2081	17,2385
62,6395	9,8152	16,1326
57,1039	6,4569	14,8696
57,1200	7,5288	18,1024
65,8765	4,8267	13,6269
47,3840	8,9222	16,9427
62,6354	6,7900	17,7314
50,4525	9,5707	18,1498
52,6146	10,4479	20,0974
52,8433	9,9276	20,5845
60,1311	6,2057	17,4949
54,0171	10,5613	14,4449
61,4310	9,3917	15,9551
62,7582	10,6332	14,1278
55,1596	8,5233	19,6996
55,7719	9,1276	20,4448
66,1307	4,8821	14,7890
55,7710	7,6742	15,6322
60,9519	7,8067	18,1308
61,0563	11,1811	15,6928
51,1165	10,0127	20,6228
47,8296	9,2187	20,6799
59,6186	7,5474	20,0823
53,9002	11,2231	17,5108
53,4628	10,6015	18,1970
31,9957	6,5991	11,0256
50,2221	9,6945	18,5073
45,7818	9,4900	19,2327
57,3192	7,8268	18,3938
57,9997	10,3103	14,6932
62,7291	10,4567	16,1979
62,0430	11,9595	15,2013
44,7606	8,0330	15,8970
59,7514	7,6003	18,8465
61,9722	5,9841	17,8728
53,0845	9,2379	18,9884
57,2559	8,9425	20,4056
57,5958	10,4337	20,1744
35,4864	8,2252	16,5844
51,0716	8,9573	19,7078
59,7359	6,2084	18,3249
53,9207	12,1452	18,5216
56,8543	10,5171	18,2081
41,8075	9,9123	16,1037
56,2219	9,3753	17,9974
53,2054	9,5159	20,7582
60,3329	7,5578	19,3969
58,2529	10,2003	16,7492
62,9594	8,1964	17,7756
57,6893	10,5509	16,3810
54,2030	9,8521	19,5194
54,9497	9,2192	19,7688
61,5636	6,5678	17,4290
43,0465	10,8240	15,5902
53,9546	10,2144	20,0592
52,2261	11,5930	16,1655
46,2628	10,4784	18,7330
41,5205	10,2528	17,7732
53,4769	9,6237	21,9539
47,9945	9,1758	18,0137
64,1963	7,8458	17,4227
59,1752	12,6950	18,8843
46,2908	8,5356	20,4374
56,3286	8,3920	20,4872
58,8160	6,1875	17,7131
50,6311	9,1705	18,6500
63,6396	6,8419	19,4962
61,9119	11,7154	17,5296
61,8321	6,2353	19,0653
53,5943	9,1766	21,4689
64,6430	4,9884	15,6187
59,6082	10,8400	18,6932
59,7345	8,5855	20,1578
61,6893	11,1607	18,5245
55,3717	8,8547	21,2226
55,0291	8,0679	21,7798
60,5364	6,0212	21,1902
57,7169	11,6574	17,8421
62,5702	10,2283	17,3237
61,7212	11,7842	15,0260
52,0733	8,3842	17,8993
54,4958	9,9740	19,9670
55,3751	6,3237	16,4411
54,2344	10,5071	18,4861
58,5431	8,8029	19,8051
61,1071	10,2791	17,8735
51,1098	6,2589	14,8607
58,3410	8,0023	19,9028
62,6303	4,9272	14,9006
63,2930	9,5958	15,6971
61,2884	6,6536	9,0217
64,3923	12,9115	12,3969
66,5971	3,4344	16,1412
65,4929	5,1424	18,5869
70,1747	3,8935	16,2652
62,8417	8,8785	13,9865
62,0105	9,6848	17,4892
64,6253	11,4151	12,9984
43,9423	4,9242	13,2089
60,9600	6,6992	18,3832
65,7325	4,4905	14,7012
55,1134	9,7825	20,9567
62,9932	7,9886	20,1992
59,9038	13,1036	19,1554
57,2436	9,3199	17,5484
57,9963	8,6572	19,2268
60,8512	7,7783	19,2605
54,3865	12,1198	18,7505
58,1740	11,0098	18,1492
54,6417	14,5380	18,2445
47,5919	10,1717	18,8328
47,4735	10,9067	21,0039
55,2556	7,8796	20,9298
58,2681	11,9525	16,8250
60,0537	11,2922	17,3519
62,2148	12,0202	16,7240
57,7666	9,8780	18,5682
58,6403	8,7024	19,0071
65,0752	5,8432	16,2673
56,1108	12,0500	15,9610
58,8456	8,7331	18,9011
60,1122	12,5055	16,1578
52,8025	7,7940	18,2301
54,5657	10,4967	21,5640
61,2700	7,0628	18,8598
54,3311	9,9506	17,2204
58,2975	8,6294	19,7568
57,2377	10,0076	17,7954
54,1585	9,4238	18,7087
59,7337	8,7337	21,2759
61,9586	6,7798	17,8292
60,6202	10,3104	16,4301
59,8613	9,6883	18,7865
59,7454	10,2842	18,8214
55,5260	6,6305	17,2483
55,7770	7,6927	19,4742
62,5029	5,6614	19,3846
58,2380	9,0617	18,6404
64,4174	7,4244	19,4794
63,2414	11,1282	17,8426
60,3521	8,1056	20,5316
58,2077	7,8981	19,0458
64,1190	5,6091	17,2930
60,2865	9,1448	16,9479
68,2501	6,8916	16,0725
66,0365	8,9808	14,4677
60,6864	4,4853	15,8816
65,5956	4,9844	18,3683
67,7553	4,1309	14,5687
64,9766	7,0013	17,4040
65,1309	8,8367	19,0689
63,5954	9,4382	18,0037
63,0104	5,8955	19,4146
61,7203	6,0914	20,4429
67,4981	3,7143	17,6601
57,8964	9,3580	17,7195
60,3675	8,8589	18,6743
61,5354	11,5523	16,7020
56,8437	9,1985	19,7796
55,0538	8,5916	21,7054
60,3818	7,1168	20,3094
51,8295	11,9786	16,9483
54,8533	13,0363	18,1933
55,0538	8,5916	21,7054
51,5365	9,5188	18,1283
56,1326	8,3730	19,5721
55,8140	8,7465	19,0386
58,9451	10,8591	18,6312
59,6525	10,3485	19,5848
60,5867	11,0087	16,3743
48,3013	8,0101	18,9616
54,7607	8,6327	21,5521
57,4566	7,5645	20,6844
57,2728	10,1818	18,1631
50,0115	7,1871	13,3550
56,6026	10,9062	15,7755
50,2143	4,9081	13,7499
60,8960	7,6245	19,9021
63,9765	5,0113	17,8813
46,7802	9,7086	17,9250
61,8519	9,9784	18,7816
57,2159	13,5968	19,3624
55,6498	8,3316	17,5001
54,8311	8,5872	20,6173
62,6802	6,7493	18,5997
51,9698	8,4230	14,3996
50,5855	7,6844	16,6392
61,1087	10,2673	17,1505
55,7855	8,8845	19,4147
53,7032	9,0633	20,2418
60,4523	5,7525	15,4792
58,9384	9,2525	16,5264
63,1358	8,3024	17,5512
61,8002	11,4645	16,2857
58,7349	8,4375	18,1997
61,2354	7,3604	17,4243
60,7853	4,4216	12,6224
67,1232	8,8743	15,3904
67,5692	8,2998	17,3366
66,9728	11,1926	13,5400
57,2615	3,8946	12,4873
65,3106	6,9537	18,9022
68,6742	5,2471	15,5963
59,8047	11,5503	16,2452
64,9619	8,2674	17,0567
57,0445	9,6837	13,6413
60,6138	7,3198	17,9080
61,9526	6,3731	18,8169
60,2112	4,9205	14,7395
53,2550	9,3008	21,0450
58,4406	8,1193	22,0459
57,5779	11,6949	18,7791
54,5793	9,3558	22,9725
50,7786	7,8229	22,1680
60,4104	6,0173	20,2855
57,5668	10,5950	20,6530
63,1795	8,0786	20,3678
59,7364	10,9152	19,7398
44,1016	9,2152	19,1091
54,1418	9,1479	21,8208
61,7651	6,4935	19,6878
57,3515	11,2274	20,4565
62,1585	9,1011	18,7064
57,4404	13,3055	18,2688
58,3983	9,3037	20,3366
58,8582	7,7864	21,9315
64,7373	5,0618	18,4017
59,5415	12,3616	16,6695
62,3020	10,3914	15,2770
60,0217	13,7108	15,7196
59,9337	6,0464	16,6998
61,8330	6,3796	19,4865
65,7773	4,9774	16,5865
54,9683	12,5060	19,2317
60,9329	10,7626	18,2897
57,4797	11,7819	18,5732
49,4620	9,1481	20,1916
52,1139	9,8274	22,0714
60,1510	6,0974	19,9275
62,5392	10,0733	15,8510
66,7808	6,3173	14,4486
44,6825	9,0184	12,3797
57,3294	8,2065	14,8355
57,0313	8,2091	20,5221
62,7852	6,6847	19,0489
61,5783	9,5577	17,6833
66,9488	7,4021	17,6956
63,3241	13,3184	14,5276
59,7454	8,5147	16,2758
60,2349	7,8867	17,4439
66,7705	5,5826	15,1537
57,3270	9,2976	15,1899
64,4830	8,4535	17,9849
61,6356	14,0298	15,9119
49,6971	6,1746	12,7392
62,2980	6,0884	19,3307
67,4426	3,9950	16,3423
52,6987	8,2485	13,0831
56,3391	9,7261	18,8751
56,2590	12,1313	16,8112
52,2556	9,1390	19,7167
54,2781	9,2047	19,3950
58,2334	6,9204	20,6177
58,6716	8,5112	17,6270
63,6544	8,4844	19,6518
63,5433	11,5330	18,6193
57,8789	8,5148	18,1818
60,4821	6,5216	18,9043
65,0350	3,8825	15,2602
51,4205	11,1607	16,6129
58,9789	9,1199	17,7866
57,4789	13,1682	17,6838
53,9637	10,8118	20,4639
48,9185	12,4514	23,1616
55,5648	8,7559	21,0828
59,6359	7,7329	18,6065
63,3909	8,6221	19,0283
61,0666	12,7867	17,1814
55,9658	9,4678	21,9301
59,6423	7,3297	20,4052
63,8677	5,4176	19,1881
54,7108	11,7677	21,1005
60,3261	9,9755	21,5185
57,1186	13,0438	18,6827
49,2224	9,8757	20,1349
50,5248	9,8236	23,2401
57,8421	8,4017	22,1747
57,5402	9,9612	16,7090
60,5190	7,4459	19,1874
59,6239	11,0716	18,3628
54,7663	9,1012	17,6883
54,1142	10,4568	21,9769
58,5806	8,0064	21,1789
51,8611	11,4045	15,7174
51,7773	10,4438	17,1881
53,6343	13,7209	17,6461
50,5921	9,8288	19,9626
51,3589	9,4671	22,2031
58,1067	6,3255	20,5820
51,3829	12,0275	19,0422
58,4725	10,4517	17,6642
59,8881	11,1071	18,9901
54,4777	8,1540	19,9823
54,0437	9,2010	21,8078
61,9801	5,8181	19,0364
60,6093	10,1677	16,5170
62,7805	8,2855	17,4301
62,6068	12,1284	16,6175
58,7181	7,7213	20,8447
60,2841	7,2234	16,9951
62,9968	6,2378	17,3326
55,0747	12,1551	19,2592
57,4184	9,7535	18,0922
59,9545	13,2867	15,0892
51,2770	10,8831	22,0248
49,5885	11,3086	23,1017
58,5846	6,8338	20,2691
58,5975	10,9755	18,1784
61,5871	8,6046	17,3714
62,2788	12,7874	15,3702
53,9431	6,2213	17,4954
54,8566	9,4212	22,5846
61,0473	5,8336	19,8104
56,9750	12,9932	17,6783
62,2768	8,7593	18,7423
59,7550	14,2077	15,6514
61,0385	7,4574	19,4007
58,9586	9,4231	20,1734
65,6635	5,7516	16,8709
54,4352	8,6902	19,9493
62,2479	8,3293	18,5269
58,5027	13,7824	16,7555
57,7348	8,4837	22,0668
59,1201	7,1409	20,7163
61,2822	5,8314	20,3661
56,6049	10,7978	17,5740
60,6803	7,8230	19,7492
56,6348	12,6916	15,4978
56,6140	8,3667	22,5476
50,8338	9,2715	22,3063
59,9448	5,2281	19,8954
50,6115	11,8528	20,2441
57,6798	9,6241	20,9298
57,3786	12,7692	19,8806
51,0383	10,6165	22,7950
48,7475	10,4936	21,5232
57,1269	8,0623	21,3585
44,6981	10,7679	18,4340
49,7866	10,0296	20,1672
51,7990	12,5169	19,6372
48,2407	8,9619	19,6071
46,1632	9,7968	19,8244
51,7465	8,6451	20,5646
53,9029	9,9535	19,1608
57,7819	10,3422	20,0586
56,0207	12,1384	18,5452
52,1419	12,0077	21,8223
53,8928	8,6650	21,2126
58,5064	7,3702	19,0196
59,3163	10,9673	17,7978
63,9090	9,4295	13,4271
61,3616	11,9333	15,6201
61,4051	8,7840	18,3831
59,7786	7,8463	20,5294
61,8128	5,7232	17,4279
58,5932	10,1227	19,7727
61,6325	8,4114	19,7790
60,8075	10,2572	20,4383
61,1629	5,5132	19,5043
62,0352	6,7481	22,1423
63,1921	5,3280	19,8921
55,0364	10,9176	20,7416
56,7900	11,3546	20,4098
56,4815	11,3596	20,6055
47,9093	11,2669	22,2598
45,9897	11,4224	21,6062
55,7258	8,3744	21,0249
57,3423	9,7180	20,1638
58,6655	8,5665	19,6447
60,8164	11,4147	18,8600
55,2915	9,4107	20,3159
55,1360	7,9531	21,2924
58,3564	7,0147	19,2879
47,0256	11,3583	20,2277
53,9247	10,3705	19,9692
55,4446	10,7445	19,5771
44,2999	12,0231	21,5680
42,7569	11,6336	20,8948
49,7167	9,8422	21,8414
52,7684	10,5954	21,5608
58,0221	10,1161	21,5476
56,3218	13,6004	19,9741
49,8163	10,4697	22,7574
53,7695	9,5399	24,2973
56,4804	7,4671	22,2728
54,1268	10,7490	20,0345
45,3723	6,9606	16,6647
55,7847	10,8704	21,0712
46,6788	11,3184	21,7614
47,5741	10,1866	20,8260
57,0802	7,3947	20,4592
53,0520	13,6882	20,1397
58,5460	9,6830	19,6002
59,3106	12,2131	17,8482
51,5941	9,4637	22,0617
56,4976	8,0042	21,9561
62,5414	5,3111	19,0550
54,5901	9,5897	21,0977
58,9590	8,5167	21,3831
61,2476	10,8272	19,0363
40,4846	8,2219	18,2595
48,1184	10,2802	21,8638
51,8373	8,6436	21,4827
48,8817	11,3303	19,1720
55,0081	10,1240	21,4695
55,1631	15,6645	18,0374
53,7836	11,2205	22,1395
49,0260	10,2638	20,5984
58,7069	6,6671	19,7094
50,6948	8,2685	17,2027
62,5777	7,2544	19,8301
56,2612	13,7011	18,6121
48,1471	8,2372	15,8025
53,6585	8,2058	19,5391
64,4829	6,4313	16,2803
45,8131	7,8462	11,8957
51,2972	7,8237	18,1227
54,3720	13,2974	16,6858
46,0662	10,0113	20,1669
49,1292	9,6111	20,8707
55,5823	7,4895	20,4594
43,3165	8,0118	16,6042
58,5432	8,1409	19,9763
57,0621	9,5342	18,0306
44,8431	8,9000	17,4986
51,8530	7,2370	19,3106
58,5965	6,8455	20,0678
52,5235	11,7250	20,0559
51,7288	12,4760	19,4945
56,1689	12,2429	18,1867
53,3821	11,2817	21,1347
45,1745	12,3929	18,8529
57,3309	7,2434	20,0430
56,1688	12,7703	16,5556
61,0461	8,5045	17,8719
59,1814	11,8940	13,6318
50,7253	9,0065	22,2726
53,5209	10,6338	22,4246
59,1233	5,5535	16,7273
48,4777	10,2088	15,9957
50,8335	10,1866	19,6519
52,8643	14,3907	19,4933
45,4326	9,7338	16,3714
46,6087	10,9579	19,9595
52,3187	9,2915	18,5828
56,1387	9,8425	16,9670
54,8517	7,2266	17,7720
58,0126	10,9452	16,5365
53,6242	9,4855	20,2443
45,5976	9,6837	19,4371
60,1392	5,4581	19,7164
49,6481	13,1336	18,2158
60,5216	9,1111	19,7666
59,0705	12,2516	17,4381
56,7516	8,5448	21,7734
55,4850	8,1572	22,5581
61,3790	4,9959	20,5329
59,5072	10,0797	16,1854
58,6181	9,1538	16,4446
56,6091	12,8747	16,4722
50,0565	9,3554	20,3907
47,9988	9,1762	20,1243
59,6761	6,4459	20,6906
56,8304	11,6556	20,2918
61,2843	7,3564	22,1113
56,3110	12,9804	19,8287
53,1725	8,9371	21,9363
58,6568	7,0936	22,4350
64,3784	4,4957	20,5871
55,2233	11,4315	18,9842
63,9805	8,0834	16,8409
60,7210	13,4777	15,8775
62,2817	7,2306	19,4923
57,2354	8,2685	19,9876
64,9056	5,6954	15,4985
56,6281	10,3607	19,7592
60,0536	7,6968	20,5530
61,3193	12,4391	16,9583
57,3746	8,1835	20,5764
56,3959	8,8881	22,1328
53,0781	7,6406	19,3691
57,1247	7,4901	17,0653
65,5481	6,6510	16,6800
61,3128	8,1724	16,4461
58,3438	8,6530	18,7879
58,3459	7,9074	21,0815
62,9430	7,1115	17,2725
57,1223	11,1288	18,7209
59,3508	9,0074	18,8635
55,7546	13,6258	16,4237
59,1852	6,4728	18,2917
55,2799	8,6351	21,2648
63,1595	4,4218	16,4792
50,8699	11,2312	21,4947
58,1685	9,3602	22,4671
60,9317	10,3598	21,4640
50,9062	10,5754	21,8020
52,0009	10,3830	22,5521
60,4172	6,6833	20,1122
58,7859	11,5425	18,1468
60,7106	9,9510	20,5424
58,6195	10,6977	22,7920
56,5377	8,7318	20,9438
55,7749	9,8053	22,9286
62,3732	6,0159	18,1799
53,2886	10,2815	19,2027
60,0955	9,6489	18,7708
60,3992	12,2696	16,0839
60,1774	7,5965	20,9926
54,5237	9,6734	20,8525
59,5156	6,7073	19,7476
57,4986	10,4991	20,5197
61,0901	9,5537	17,9699
60,3928	12,6245	17,6512
50,6836	7,6897	18,8763
